vendor_payment_id,business_id,vendor_name,payment_amount,due_date,payment_date,delay_days,criticality_level,vendor_category,payment_status
333,4,"Biswas, Chauhan and Mitter",913447.62,2025-08-10,,42,medium,software,overdue
334,6,Shah-Sandal,492110.46,2024-11-02,,51,high,electricity,overdue
335,9,"Ratta, Taneja and Gara",198743.7,2025-10-18,,0,critical,machinery,pending
336,20,"Tak, Khare and Patil",591614.18,2025-11-19,,0,low,maintenance,pending
337,32,"Ranganathan, D’Alia and Bhasin",849391.5,2024-12-22,,20,critical,electricity,overdue
338,33,Deshmukh-Kala,488490.87,2024-05-15,2024-06-11,27,high,packaging,paid
339,12,Ratta PLC,59917.21,2024-12-19,2024-12-17,0,high,logistics,paid
340,8,Behl-Doctor,66640.23,2026-03-06,,44,medium,machinery,overdue
341,4,Pandit-Palla,99698.09,2025-03-24,2025-03-19,0,critical,software,paid
342,34,Suri LLC,170498.94,2024-07-09,,57,medium,machinery,overdue
343,24,Sandal Ltd,569653.59,2025-02-12,,0,low,packaging,pending
344,35,"Nagar, Narasimhan and Toor",827959.15,2025-07-25,,14,low,internet,overdue
345,11,Tara-Som,705630.95,2025-05-24,,0,low,internet,pending
346,28,"Sankaran, Magar and Nagar",36568.71,2024-10-20,,0,critical,packaging,pending
347,27,Ganguly-Vala,890987.82,2025-04-23,,14,low,software,overdue
348,19,Anand-Master,309659.22,2025-03-16,,0,medium,maintenance,pending
349,15,Narayanan and Sons,979780.96,2025-04-27,2025-04-22,0,high,machinery,paid
350,15,"Nath, Magar and Bajwa",179878.72,2025-11-04,,0,critical,electricity,pending
351,18,Patil-Ahluwalia,468580.58,2024-09-22,,26,critical,machinery,overdue
352,5,Choudhury Inc,144550.86,2025-11-17,,33,high,machinery,overdue
353,30,Bumb PLC,95172.77,2025-03-02,,57,high,raw materials,overdue
354,12,Kapoor-Oza,793108.54,2024-04-14,,0,low,packaging,pending
355,29,"Rout, Sandhu and Mohan",67343.24,2025-11-19,,0,high,electricity,pending
356,16,Puri Group,543295.63,2025-06-28,,32,high,internet,overdue
357,6,Wagle-Kulkarni,918044.69,2024-04-16,,0,high,internet,pending
358,8,Babu-Wadhwa,911150.36,2025-03-27,,0,low,software,pending
359,20,Chahal-Dalal,398999.79,2025-09-17,,28,low,logistics,overdue
360,44,Narula-Gupta,293797.9,2024-08-17,,0,high,electricity,pending
361,23,Natt PLC,680541.27,2024-10-30,,58,low,raw materials,overdue
362,36,Sidhu Group,526170.81,2024-08-07,,25,high,maintenance,overdue
363,36,Sheth-Bhatnagar,719454.11,2025-04-03,2025-03-30,0,medium,electricity,paid
364,23,Rai Group,88040.58,2025-09-08,,27,medium,packaging,overdue
365,34,Sharma-Dash,678130.08,2024-05-21,2024-06-22,32,low,logistics,paid
366,26,Saraf-Sodhi,47163.8,2024-05-19,,33,critical,machinery,overdue
367,46,"Majumdar, Sehgal and Puri",126887.1,2024-06-25,,20,low,packaging,overdue
368,24,Gopal Ltd,282542.91,2024-05-07,,55,high,machinery,overdue
369,44,Choudhary PLC,573211.87,2025-01-01,,55,high,internet,overdue
370,22,"D’Alia, Parikh and Behl",269775.27,2025-09-23,,0,medium,logistics,pending
371,4,"Deo, Bava and Babu",531080.29,2024-08-25,2024-08-23,0,critical,maintenance,paid
372,37,Padmanabhan PLC,726097.68,2025-10-23,,41,medium,packaging,overdue
373,14,Zachariah-Ghose,147915.56,2025-08-13,2025-08-11,0,low,internet,paid
374,7,"Vaidya, Hari and Sengupta",604290.98,2024-06-12,,2,critical,internet,overdue
375,21,Gera-Palla,706227.62,2025-08-23,,0,low,raw materials,pending
376,50,Viswanathan-Devi,903518.06,2025-08-03,2025-07-30,0,critical,software,paid
377,32,Butala Inc,711999.33,2025-10-15,2025-10-13,0,high,raw materials,paid
378,22,Gokhale and Sons,269944.57,2025-08-04,,30,medium,software,overdue
379,2,Baral-Dave,294369.68,2026-01-29,,0,medium,software,pending
380,34,Varughese-Bava,183834.78,2026-01-11,2026-02-17,37,low,raw materials,paid
381,31,Sarna-Krishnamurthy,366875.72,2025-05-09,,0,medium,maintenance,pending
382,15,Gara PLC,90727.18,2025-10-01,,0,low,software,pending
383,18,Nayak Inc,430772.2,2025-05-09,,0,medium,maintenance,pending
384,43,Ahuja and Sons,151646.04,2024-09-23,2024-09-22,0,high,raw materials,paid
385,25,Tiwari-Kaur,856871.8,2025-01-25,,0,medium,logistics,pending
386,13,"Suri, Narang and Bala",552538.53,2026-03-04,,0,critical,raw materials,pending
387,31,Doshi-Raju,493226.53,2025-09-30,,0,critical,software,pending
388,49,Upadhyay Ltd,336598.47,2025-01-24,,0,critical,packaging,pending
389,5,Narang PLC,807751.77,2025-07-15,,36,low,raw materials,overdue
390,38,Dhillon Ltd,465659.02,2025-11-08,2025-12-15,37,high,machinery,paid
391,27,Oommen-Palan,292998.09,2024-11-23,2025-01-17,55,low,logistics,paid
392,37,"Ramesh, Zacharia and Warrior",456564.88,2024-09-14,,56,medium,maintenance,overdue
393,40,Bedi Group,797371.62,2025-01-21,,0,low,raw materials,pending
394,45,Wadhwa LLC,401636.49,2024-12-04,2024-11-29,0,high,raw materials,paid
395,9,Vala-Chawla,918523.16,2024-08-15,2024-08-30,15,critical,logistics,paid
396,35,Bansal-Bajaj,464939.95,2024-07-16,,33,high,packaging,overdue
397,15,"Bera, Devi and Kalita",452269.55,2025-09-25,2025-09-23,0,low,electricity,paid
398,39,"Atwal, Muni and Ravi",25743.98,2025-11-17,,0,low,maintenance,pending
399,46,Dhingra and Sons,718202.24,2025-12-09,,51,low,software,overdue
400,40,"Gala, Sura and Venkataraman",305284.89,2024-07-17,,58,high,raw materials,overdue
401,46,Goswami-Garde,804679.96,2026-01-21,,56,high,electricity,overdue
402,38,Tailor LLC,895781.33,2025-03-19,,6,low,software,overdue
403,6,Madan-Sha,76829.84,2025-06-02,,54,critical,software,overdue
404,12,Sundaram-Chaudhry,721600.16,2025-09-27,,0,low,maintenance,pending
405,26,Jaggi-Malhotra,279680.44,2024-10-12,,53,critical,raw materials,overdue
406,12,"Talwar, Varughese and Karpe",358468.64,2025-06-19,2025-06-17,0,critical,machinery,paid
407,13,"Sodhi, Sha and Soman",232772.45,2024-05-09,,7,high,maintenance,overdue
408,2,"Chawla, Cherian and Devi",922746.2,2024-08-01,,50,medium,logistics,overdue
409,8,Nigam and Sons,228420.18,2025-01-05,,0,critical,electricity,pending
410,7,"Bandi, Kumer and Ahuja",876794.61,2026-03-20,,3,medium,raw materials,overdue
411,43,Uppal-Chawla,139834.25,2024-10-26,,0,high,electricity,pending
412,33,"Balay, Suri and Mammen",775415.28,2025-01-30,2025-03-16,45,medium,packaging,paid
413,42,"Sen, Patla and Wable",29069.1,2024-08-08,,37,low,packaging,overdue
414,32,Kumer-Bahl,380749.89,2025-07-27,2025-08-09,13,low,software,paid
415,12,"Agate, Chokshi and Sanghvi",825336.89,2025-02-27,,0,critical,logistics,pending
416,44,"Magar, Sinha and Cheema",60527.48,2025-03-20,,50,critical,maintenance,overdue
417,35,Bail and Sons,550481.89,2025-06-16,,0,low,internet,pending
418,11,Datta-Hari,18322.17,2026-02-22,2026-04-05,42,low,logistics,paid
419,16,Pall LLC,460510.08,2024-11-22,,0,critical,software,pending
420,25,"Talwar, Bora and Sarna",66562.8,2024-06-05,,2,critical,software,overdue
421,14,Sekhon LLC,648330.7,2025-03-29,,57,low,software,overdue
422,24,Bhalla-Kanda,360592.52,2025-06-30,,27,high,internet,overdue
423,17,Nagarajan PLC,953417.77,2025-11-12,,8,low,raw materials,overdue
424,45,Deshpande-Dua,418248.17,2025-06-22,,0,medium,machinery,pending
425,47,"Doctor, Ahuja and Bhagat",740270.17,2024-09-10,,56,medium,raw materials,overdue
426,10,Sant-Mandal,176734.39,2025-02-02,,8,critical,software,overdue
427,9,Dhingra LLC,297560.05,2025-03-28,2025-04-10,13,medium,software,paid
428,13,Ben-Baria,167258.59,2024-07-10,,0,high,electricity,pending
429,13,Rattan Group,789890.75,2026-02-24,2026-02-21,0,low,software,paid
430,37,Toor Ltd,798765.23,2025-01-15,,0,high,raw materials,pending
431,21,Deol Group,870201.42,2024-12-04,,16,low,raw materials,overdue
432,48,Agarwal-Mody,991975.23,2024-05-06,,59,medium,machinery,overdue
433,46,Bhagat-Merchant,657529.9,2024-10-18,2024-10-15,0,high,maintenance,paid
434,34,Balan and Sons,333739.54,2025-06-10,,60,low,machinery,overdue
435,30,"Dubey, Basu and Loke",117770.06,2024-12-18,2025-01-31,44,medium,software,paid
436,22,Goda Ltd,20658.89,2024-04-29,,0,critical,software,pending
437,19,Deep-Dara,212886.57,2024-11-29,,0,high,raw materials,pending
438,29,Sur-Bava,822902.93,2024-12-13,2024-12-09,0,low,maintenance,paid
439,5,"Badal, Srivastava and Biswas",650035.85,2024-07-14,2024-07-13,0,critical,packaging,paid
440,25,"Lad, Lad and Wadhwa",696457.53,2024-04-26,2024-05-05,9,low,electricity,paid
441,6,Deshmukh-Boase,715665.82,2025-04-18,2025-04-14,0,low,packaging,paid
442,26,Tata-Om,180916.15,2025-03-22,,45,high,logistics,overdue
443,49,Mutti-Bawa,229382.89,2024-04-19,,1,medium,machinery,overdue
444,48,Sidhu-Bath,43785.07,2026-03-28,,0,critical,maintenance,pending
445,41,"Ravi, Dugal and Thakur",443542.8,2026-01-26,,32,high,packaging,overdue
446,23,"Sami, Dara and Solanki",177553.22,2026-02-01,,0,low,packaging,pending
447,29,Buch LLC,271888.0,2025-12-06,2025-12-01,0,critical,packaging,paid
448,34,"Chakrabarti, Bera and Majumdar",467915.19,2025-08-15,,0,critical,logistics,pending
449,14,Rajagopalan-Sood,911975.31,2025-10-30,2025-10-26,0,low,machinery,paid
450,24,"Konda, Sule and Ratti",675398.03,2025-09-17,,48,critical,software,overdue
451,20,"Trivedi, Sankaran and Khalsa",475796.45,2024-04-19,,0,medium,raw materials,pending
452,18,"Buch, Pathak and Seshadri",159292.14,2025-06-02,,0,critical,machinery,pending
453,22,Kunda LLC,149420.52,2026-03-27,2026-04-02,6,high,electricity,paid
454,37,"Krishnamurthy, Dhingra and Sachdeva",454641.24,2025-04-27,,48,high,logistics,overdue
455,9,Tiwari-Subramaniam,658015.35,2024-11-26,,0,high,logistics,pending
456,19,Krishnan Inc,298377.45,2025-05-24,2025-05-23,0,high,packaging,paid
457,19,Gaba Group,515369.75,2026-03-02,2026-03-02,0,medium,software,paid
458,19,Choudhury Ltd,831570.79,2025-08-08,2025-08-03,0,critical,internet,paid
459,40,"Krish, Ray and Kari",788401.27,2026-03-04,,41,high,software,overdue
460,44,Pandit LLC,31935.59,2026-02-15,,0,high,maintenance,pending
461,40,Saran Ltd,494416.65,2025-12-01,,0,critical,internet,pending
462,20,Maharaj-Chander,121005.43,2024-12-15,2024-12-23,8,critical,logistics,paid
463,21,Parikh and Sons,943408.48,2025-04-14,2025-04-13,0,high,machinery,paid
464,14,"Kohli, Karnik and Ganesh",603781.44,2024-08-17,,9,critical,software,overdue
465,10,"Toor, Sinha and Parmar",867231.75,2024-10-12,2024-10-09,0,low,internet,paid
466,29,Palan-Bassi,376806.65,2024-11-06,2024-11-13,7,critical,maintenance,paid
467,20,"Banerjee, Chandran and Singh",363316.47,2025-11-02,,0,high,raw materials,pending
468,41,Guha PLC,997254.99,2026-02-16,2026-02-12,0,low,raw materials,paid
469,27,Mistry LLC,721146.21,2024-08-19,2024-09-12,24,critical,raw materials,paid
470,38,Rege-Mall,702497.05,2024-07-08,,0,critical,electricity,pending
471,29,Chawla-Naidu,480512.49,2024-04-22,2024-04-22,0,medium,electricity,paid
472,3,Khosla LLC,995340.72,2025-04-24,,0,low,software,pending
473,44,"Bansal, Dar and Varghese",140334.89,2026-02-05,,59,critical,internet,overdue
474,24,Gopal Ltd,280178.03,2025-08-16,2025-08-15,0,critical,logistics,paid
475,40,Jhaveri Ltd,876698.54,2025-07-08,2025-07-23,15,high,internet,paid
476,50,"Balakrishnan, Sachdeva and Khare",76625.95,2026-02-03,,47,critical,raw materials,overdue
477,27,"Ben, Wason and Luthra",636435.95,2025-11-12,,60,critical,machinery,overdue
478,32,Badal-Ravel,461073.33,2026-01-13,,0,high,internet,pending
479,15,Chawla-Kala,726775.39,2024-07-24,2024-07-22,0,high,internet,paid
480,39,Cheema LLC,56947.57,2024-08-12,2024-08-22,10,high,maintenance,paid
481,42,Wadhwa-Sundaram,908999.95,2026-01-20,,0,low,electricity,pending
482,14,Kalla Ltd,761096.37,2026-01-31,2026-01-26,0,critical,internet,paid
483,19,Borra PLC,884396.48,2025-02-23,2025-02-23,0,medium,raw materials,paid
484,19,Issac Ltd,727667.98,2025-03-11,2025-03-07,0,low,software,paid
485,7,"Minhas, Shetty and Oak",72990.81,2026-02-12,2026-02-15,3,high,maintenance,paid
486,26,Majumdar Group,939936.77,2024-07-09,,0,low,software,pending
487,38,Bhakta Group,620562.21,2025-09-06,,24,critical,raw materials,overdue
488,23,Kaur PLC,920467.26,2024-05-29,,30,low,packaging,overdue
489,10,"Rajan, Pathak and Wagle",446652.9,2025-01-20,,0,medium,internet,pending
490,36,Hayer-Kadakia,335190.63,2025-03-16,,0,medium,logistics,pending
491,49,Maharaj-Raju,513015.6,2024-08-01,,0,critical,raw materials,pending
492,44,Jaggi-Malhotra,654782.6,2024-06-05,,9,medium,packaging,overdue
493,17,"Rai, Basak and Prasad",105669.31,2026-02-19,,0,low,packaging,pending
494,10,Hans Inc,16917.45,2026-03-30,2026-03-26,0,low,packaging,paid
495,28,Bajwa Inc,39419.74,2025-10-02,2025-09-27,0,medium,maintenance,paid
496,10,Gola-Trivedi,351911.02,2024-05-23,,29,critical,raw materials,overdue
497,35,Bakshi PLC,681200.65,2025-08-28,2025-08-23,0,high,packaging,paid
498,2,Kar-Parmer,670613.05,2025-09-19,,0,medium,maintenance,pending
499,39,Ram-Tata,805033.89,2025-03-17,2025-03-15,0,high,internet,paid
500,4,"Bhargava, Kar and Mody",531822.72,2025-06-25,,14,high,software,overdue
501,9,Bhakta-Khanna,696139.84,2024-09-19,,1,critical,software,overdue
502,28,Jhaveri PLC,770161.95,2024-11-30,2024-11-27,0,medium,raw materials,paid
503,11,"Roy, Dutt and Shanker",706407.27,2024-05-07,,0,low,maintenance,pending
504,15,Kaul PLC,465218.24,2025-11-16,2025-11-12,0,low,packaging,paid
505,41,"Bobal, Mukhopadhyay and Bail",963802.73,2024-07-01,,14,critical,software,overdue
506,48,Grover and Sons,716434.49,2025-11-01,2025-10-31,0,medium,maintenance,paid
507,32,Bath-Ramachandran,668762.58,2024-09-30,,0,high,electricity,pending
508,45,Thaman LLC,68496.48,2025-02-02,2025-01-31,0,low,software,paid
509,7,Rege Inc,738543.64,2024-05-22,2024-05-21,0,medium,maintenance,paid
510,23,"Ravel, Pandey and Shah",341731.04,2025-01-06,,18,medium,packaging,overdue
511,5,Mishra-Amble,67997.04,2026-03-19,,0,critical,software,pending
512,27,Pingle Ltd,380406.52,2024-08-06,,35,medium,packaging,overdue
513,21,"Buch, Gola and Tandon",682433.37,2026-01-13,,28,low,packaging,overdue
514,1,Ghose and Sons,291758.2,2024-09-02,,0,low,maintenance,pending
515,25,Deshpande Inc,138992.13,2025-02-20,,37,low,maintenance,overdue
516,18,Samra and Sons,520055.14,2025-04-16,2025-04-14,0,critical,internet,paid
517,47,Dhawan-Mani,56021.19,2025-10-12,2025-10-11,0,high,packaging,paid
518,15,"Chandra, Ravi and Zacharia",923131.7,2025-08-15,2025-08-12,0,critical,machinery,paid
519,48,Chauhan-Ben,103897.69,2025-04-18,,0,low,electricity,pending
520,36,"Walia, Acharya and Doshi",746622.15,2025-06-03,,15,medium,internet,overdue
521,8,Barman PLC,29140.29,2025-09-05,2025-09-04,0,high,electricity,paid
522,12,Mitra-Biswas,370756.69,2026-01-22,,27,low,logistics,overdue
523,26,Ravi LLC,117467.38,2024-09-22,,45,critical,machinery,overdue
524,7,Buch and Sons,424393.0,2024-04-19,,0,critical,electricity,pending
525,37,"Amble, Nigam and Prasad",241010.73,2026-01-16,,0,critical,software,pending
526,14,Goswami Inc,852721.21,2024-11-21,,46,medium,software,overdue
527,44,Suresh Ltd,703578.82,2025-12-23,,0,critical,machinery,pending
528,45,"Pingle, Natarajan and Narayan",477206.13,2024-11-17,2024-11-27,10,low,packaging,paid
529,17,Palan Group,372138.95,2025-04-04,,18,high,logistics,overdue
530,28,Dara PLC,786792.59,2024-11-19,,0,low,internet,pending
531,21,Jaggi LLC,432262.89,2025-07-27,,0,medium,machinery,pending
532,16,Bobal LLC,822475.43,2025-05-27,2025-06-23,27,medium,packaging,paid
533,7,Bava Inc,756752.88,2025-06-15,,0,high,internet,pending
534,37,"Sawhney, Verma and Rai",180780.64,2024-06-06,,36,high,logistics,overdue
535,8,Babu Ltd,977265.39,2025-05-28,2025-05-25,0,critical,software,paid
536,30,Bora-Gulati,99917.81,2024-12-19,,7,critical,raw materials,overdue
537,38,Zachariah Group,876580.73,2025-08-17,,2,critical,electricity,overdue
538,10,"Dasgupta, Bhatnagar and Saha",93153.42,2025-04-04,,50,medium,electricity,overdue
539,14,Balakrishnan Ltd,949564.76,2025-02-08,,39,critical,software,overdue
540,34,Ravi-Oak,702414.69,2025-07-14,,0,low,machinery,pending
541,19,"Deshmukh, Roy and Pau",823837.82,2025-06-29,,0,critical,internet,pending
542,42,Kota-Rai,834581.64,2026-03-08,2026-03-07,0,medium,internet,paid
543,18,Rajagopal Group,410519.79,2024-09-21,,0,low,internet,pending
544,7,"Krish, Kari and Deshpande",243143.82,2025-01-02,,0,high,logistics,pending
545,34,"Prabhu, Mukhopadhyay and Padmanabhan",560657.36,2024-08-02,2024-08-24,22,low,packaging,paid
546,20,"Nagi, Parsa and Dugar",156211.89,2026-03-05,,0,high,packaging,pending
547,40,"Acharya, Golla and Shenoy",863482.5,2024-12-16,,57,critical,software,overdue
548,35,"Gole, Mody and Seshadri",482462.87,2025-08-29,,0,high,machinery,pending
549,43,Merchant and Sons,278708.0,2024-06-29,,59,critical,internet,overdue
550,45,Goswami Group,778908.82,2025-08-04,2025-08-01,0,low,maintenance,paid
551,2,Dasgupta-Dada,254327.78,2025-01-21,,39,critical,software,overdue
552,23,Balasubramanian-Palan,213149.93,2024-09-12,,16,critical,electricity,overdue
553,27,Patel Inc,83591.76,2024-05-10,2024-05-26,16,low,maintenance,paid
554,32,Chadha-Parmar,853394.24,2025-11-16,,0,high,electricity,pending
555,39,"Anand, Ganesan and Puri",932831.78,2024-11-01,,49,high,raw materials,overdue
556,12,Mital Group,975853.24,2025-10-29,,1,medium,internet,overdue
557,3,Rai-Das,596280.1,2025-12-25,,5,medium,maintenance,overdue
558,48,Das LLC,168957.68,2026-03-03,,0,critical,packaging,pending
559,20,Nanda-Loke,293021.55,2025-01-03,,0,medium,electricity,pending
560,40,Padmanabhan-Acharya,277314.74,2025-02-09,,0,high,maintenance,pending
561,6,"Shenoy, Bhavsar and Saini",147765.21,2025-08-29,2025-08-27,0,low,electricity,paid
562,9,"Merchant, Parekh and Goswami",766688.24,2025-02-22,,0,low,electricity,pending
563,26,Walia-Dube,938147.83,2025-06-26,,0,high,raw materials,pending
564,46,Gaba-Chatterjee,355739.92,2024-08-17,,0,medium,machinery,pending
565,25,Taneja and Sons,462414.66,2025-11-19,,0,low,logistics,pending
566,30,Johal-Kade,96607.61,2025-10-21,,49,critical,internet,overdue
567,34,Sridhar Inc,878479.93,2025-03-18,,47,medium,machinery,overdue
568,4,"Jhaveri, Venkatesh and Merchant",153044.43,2025-08-14,,18,critical,machinery,overdue
569,14,"Badami, Venkatesh and Chandran",957743.84,2025-02-03,,31,low,internet,overdue
570,34,"Issac, Muni and Narula",847173.43,2025-06-10,,2,medium,software,overdue
571,43,Srinivasan-Bhasin,150887.74,2025-04-19,,0,low,packaging,pending
572,34,"Sama, Palla and Sampath",525328.79,2026-01-01,,48,medium,software,overdue
573,43,Keer-Patla,198431.96,2024-10-31,2024-10-30,0,low,packaging,paid
574,42,"Kala, Oommen and Raja",380607.8,2024-07-28,,0,high,raw materials,pending
575,29,"Dugar, Jayaraman and Kunda",531021.5,2025-07-19,,0,low,raw materials,pending
576,41,Munshi-Seth,780812.66,2024-12-15,2024-12-12,0,medium,raw materials,paid
577,37,Nagy LLC,408348.65,2025-08-04,2025-07-30,0,high,maintenance,paid
578,47,"Sem, Wagle and Iyer",271389.64,2025-04-09,,1,high,internet,overdue
579,30,"Barad, Butala and Subramanian",195113.08,2024-11-09,2024-11-25,16,critical,logistics,paid
580,25,"Swaminathan, Jayaraman and Nagi",651394.06,2026-01-14,,24,low,maintenance,overdue
581,29,"Bali, Randhawa and Kala",578642.43,2024-07-03,,0,medium,logistics,pending
582,20,"Dugar, Kala and Mohan",265995.73,2024-08-21,,17,medium,software,overdue
583,25,Lata-Tailor,38230.91,2025-11-29,,0,critical,maintenance,pending
584,35,Bava-Sastry,191320.15,2024-09-04,2024-09-06,2,low,internet,paid
585,24,Som-Khanna,295443.45,2025-03-03,,0,high,electricity,pending
586,45,Deshpande Group,558109.37,2024-11-14,2024-11-14,0,critical,machinery,paid
587,46,Bhandari PLC,293156.72,2025-02-21,,21,high,maintenance,overdue
588,44,Chaudhry-Gulati,613419.26,2024-05-02,2024-06-21,50,low,internet,paid
589,37,"Tara, Bala and Narayan",710064.2,2025-08-30,,0,high,internet,pending
590,17,"Mandal, Ravi and Konda",519706.98,2025-12-13,2025-12-13,0,critical,maintenance,paid
591,34,Mani Group,582497.93,2025-11-05,2025-11-22,17,low,logistics,paid
592,38,"Shenoy, Golla and Nagarajan",270420.57,2024-09-15,,0,medium,electricity,pending
593,49,"Gade, Doctor and Khalsa",794145.62,2025-01-23,,42,high,packaging,overdue
594,17,"Nigam, Sur and Hari",393899.55,2025-11-30,2025-11-28,0,high,packaging,paid
595,37,"Vig, Deshmukh and Butala",856263.31,2024-07-31,,0,medium,internet,pending
596,16,Kant Ltd,472822.57,2024-10-31,,0,high,packaging,pending
597,19,Radhakrishnan Inc,138419.11,2026-01-16,,0,high,software,pending
598,49,"Ramaswamy, Balasubramanian and Sem",727614.35,2024-12-05,,27,low,logistics,overdue
599,48,Krish-Sachdeva,487669.32,2025-12-02,,52,medium,electricity,overdue
