invoice_id,business_id,customer_id,invoice_number,customer_name,invoice_amount,invoice_date,due_date,actual_payment_date,delay_days,invoice_status,customer_location,customer_type,payment_terms,customer_risk_score,invoice_category
188,34,251,INV-10188,"Balakrishnan, Rege and Datta",700692.6,2026-04-05,2026-04-20,,0,pending,Saharanpur,wholesaler,Net 15,low,raw materials
189,47,336,INV-10189,"Parsa, Prabhu and Doshi",503829.09,2025-07-07,2025-07-22,,0,pending,Haldia,local shop,Net 15,low,wholesale order
190,44,393,INV-10190,Shankar Ltd,826760.45,2025-04-15,2025-05-15,,0,pending,Gopalpur,local shop,Net 30,high,export order
191,22,43,INV-10191,Hari-Kala,373948.85,2025-05-30,2025-06-14,,300,overdue,Kulti,distributor,Net 15,low,export order
192,38,320,INV-10192,Mammen-Lata,776634.64,2025-12-03,2026-02-01,,0,pending,Serampore,retailer,Net 60,high,export order
193,22,302,INV-10193,Lanka LLC,351487.53,2025-09-23,2025-10-23,2025-09-27,0,paid,Muzaffarpur,wholesaler,Net 30,low,wholesale order
194,41,174,INV-10194,Chana LLC,718368.1,2025-10-04,2025-10-19,,0,pending,Machilipatnam,corporate,Net 15,low,wholesale order
195,49,138,INV-10195,Kalita-Chad,111122.67,2025-05-30,2025-06-14,2025-09-11,89,paid,Gulbarga,local shop,Net 15,high,export order
196,12,159,INV-10196,"Deshpande, Prabhakar and Ranganathan",700170.16,2025-10-02,2025-10-17,,175,overdue,Ahmednagar,local shop,Net 15,low,raw materials
197,15,446,INV-10197,"Ben, Dara and Chandra",464611.93,2026-04-02,2026-06-01,,0,pending,Haridwar,corporate,Net 60,low,wholesale order
198,10,105,INV-10198,Murty-Nigam,824109.23,2025-07-19,2025-09-02,,0,pending,Hubli–Dharwad,wholesaler,Net 45,low,export order
199,42,388,INV-10199,"Chopra, Arora and Yohannan",712220.21,2025-12-07,2026-01-06,,94,overdue,Warangal,local shop,Net 30,high,raw materials
200,44,303,INV-10200,"D’Alia, Sen and Chadha",960917.77,2026-02-23,2026-04-09,,1,overdue,Thrissur,local shop,Net 45,medium,retail order
201,48,371,INV-10201,Pandya-Swamy,591579.98,2025-05-02,2025-06-16,2025-07-07,21,paid,Jamshedpur,wholesaler,Net 45,high,wholesale order
202,7,122,INV-10202,Ratta-Barad,776218.58,2025-05-08,2025-06-22,,292,overdue,Motihari,distributor,Net 45,high,wholesale order
203,50,34,INV-10203,Bahri Group,610997.75,2026-03-06,2026-03-21,,0,pending,Ambala,corporate,Net 15,low,export order
204,37,1,INV-10204,"Keer, Bobal and Rege",944828.55,2026-04-09,2026-06-08,,18,overdue,Ujjain,retailer,Net 60,medium,raw materials
205,39,24,INV-10205,"Nori, Thakkar and Dalal",141212.08,2025-09-13,2025-10-28,2025-11-23,26,paid,Malegaon,distributor,Net 45,high,export order
206,31,38,INV-10206,Narayan PLC,577283.36,2026-02-11,2026-03-28,,0,pending,Danapur,retailer,Net 45,high,raw materials
207,33,350,INV-10207,Sandal and Sons,807167.36,2026-03-18,2026-05-02,,0,pending,Kulti,wholesaler,Net 45,low,export order
208,27,157,INV-10208,"Srivastava, Bandi and Buch",331297.5,2026-04-04,2026-05-04,2026-07-06,63,paid,Dewas,local shop,Net 30,high,retail order
209,31,406,INV-10209,Dube-Bir,464707.87,2025-05-28,2025-06-12,2025-08-13,62,paid,Gudivada,local shop,Net 15,high,retail order
210,29,310,INV-10210,Bhagat Group,808674.73,2025-05-02,2025-05-17,2025-06-13,27,paid,Madurai,distributor,Net 15,medium,export order
211,44,339,INV-10211,Gokhale-Kothari,645252.43,2025-05-30,2025-07-14,,270,overdue,Bhilwara,distributor,Net 45,medium,raw materials
212,10,465,INV-10212,Gade-Rama,717612.45,2025-09-04,2025-10-04,,0,pending,Karimnagar,wholesaler,Net 30,high,export order
213,31,499,INV-10213,Kanda-Varty,653858.73,2026-02-26,2026-03-28,,0,pending,Bettiah,retailer,Net 30,high,export order
214,6,380,INV-10214,"Bali, Bail and Wason",575066.99,2025-10-20,2025-12-19,,112,overdue,Avadi,local shop,Net 60,medium,wholesale order
215,7,156,INV-10215,Kannan-Dugar,192517.49,2025-07-05,2025-07-20,2025-07-14,0,paid,Bidar,distributor,Net 15,low,raw materials
216,35,366,INV-10216,Chatterjee-Dugal,753810.39,2025-06-07,2025-06-22,,0,pending,Firozabad,retailer,Net 15,high,retail order
217,28,497,INV-10217,"Mane, Venkatesh and Yadav",686832.55,2025-09-28,2025-10-28,2025-10-03,0,paid,Uluberia,corporate,Net 30,low,raw materials
218,4,328,INV-10218,Mangat Group,301271.75,2025-07-24,2025-08-23,,230,overdue,Nellore,distributor,Net 30,medium,export order
219,40,66,INV-10219,"Krishnan, Johal and Vaidya",190109.81,2025-08-02,2025-10-01,,0,pending,Davanagere,distributor,Net 60,low,export order
220,5,484,INV-10220,Dhingra-Wagle,956243.46,2026-03-19,2026-05-18,,0,pending,Rajahmundry,local shop,Net 60,medium,retail order
221,17,454,INV-10221,Prasad-Ratta,379003.37,2025-08-16,2025-10-15,,0,pending,Ajmer,retailer,Net 60,medium,retail order
222,41,243,INV-10222,Srinivas-Bhatia,249433.08,2026-01-30,2026-02-14,,55,overdue,Aurangabad,wholesaler,Net 15,low,export order
223,10,204,INV-10223,Thakur-Kibe,921912.03,2025-08-13,2025-10-12,,180,overdue,Medininagar,corporate,Net 60,low,retail order
224,47,425,INV-10224,Nath-Kakar,715257.92,2025-05-27,2025-07-11,,273,overdue,Bulandshahr,wholesaler,Net 45,low,export order
225,42,223,INV-10225,Padmanabhan PLC,916496.12,2025-12-11,2026-01-10,2026-01-05,0,paid,Satara,wholesaler,Net 30,low,wholesale order
226,9,330,INV-10226,Thakur-Chaudhari,373579.41,2025-07-06,2025-08-05,,0,pending,Naihati,retailer,Net 30,medium,export order
227,28,356,INV-10227,"Om, Bal and Toor",228246.2,2026-03-15,2026-05-14,2026-04-24,0,paid,Allahabad,corporate,Net 60,medium,retail order
228,26,297,INV-10228,Roy Group,812347.27,2025-06-14,2025-07-29,2025-09-20,53,paid,Bahraich,distributor,Net 45,high,wholesale order
229,25,227,INV-10229,Mall PLC,390976.71,2025-10-04,2025-11-18,,143,overdue,Kadapa,retailer,Net 45,medium,wholesale order
230,9,91,INV-10230,"Kadakia, Kala and Agate",980526.98,2025-12-30,2026-02-28,2026-04-13,44,paid,Srinagar,distributor,Net 60,medium,retail order
231,32,450,INV-10231,Dewan Inc,339377.64,2025-10-11,2025-11-25,,0,pending,Ramagundam,wholesaler,Net 45,high,raw materials
232,38,153,INV-10232,Dutt-Pingle,400144.98,2026-04-09,2026-05-24,,22,overdue,Muzaffarpur,wholesaler,Net 45,low,wholesale order
233,41,91,INV-10233,"Kadakia, Kala and Agate",860488.15,2025-07-30,2025-09-28,,194,overdue,Srinagar,distributor,Net 60,medium,raw materials
234,43,404,INV-10234,Modi-Samra,967202.56,2026-02-26,2026-04-12,,0,pending,South Dumdum,corporate,Net 45,high,wholesale order
235,11,225,INV-10235,Nigam and Sons,241544.38,2025-08-03,2025-09-17,,0,pending,Deoghar,retailer,Net 45,low,wholesale order
236,40,239,INV-10236,Kara Ltd,541097.19,2025-11-09,2025-11-24,,0,pending,North Dumdum,corporate,Net 15,high,retail order
237,28,47,INV-10237,"Kari, Bhatt and Iyer",292648.11,2025-12-29,2026-01-13,,87,overdue,Bhatpara,wholesaler,Net 15,high,retail order
238,10,265,INV-10238,Dayal-Gopal,722885.24,2025-06-15,2025-07-30,,254,overdue,Alwar,local shop,Net 45,medium,retail order
239,5,102,INV-10239,"Hari, Mitter and Borah",407707.06,2025-07-17,2025-08-16,,0,pending,Suryapet,distributor,Net 30,low,wholesale order
240,25,380,INV-10240,"Bali, Bail and Wason",449778.89,2025-09-05,2025-10-05,2025-11-05,31,paid,Avadi,local shop,Net 30,medium,raw materials
241,39,75,INV-10241,Pau-Rai,953816.31,2026-03-26,2026-04-10,,0,overdue,Arrah,corporate,Net 15,low,export order
242,3,383,INV-10242,"Yogi, Sunder and Hegde",647864.98,2026-03-04,2026-05-03,,17,overdue,Kurnool,corporate,Net 60,medium,retail order
243,29,99,INV-10243,Deshmukh-Mander,440039.81,2025-11-10,2026-01-09,,0,pending,Gulbarga,corporate,Net 60,high,wholesale order
244,40,231,INV-10244,Ghose-Sarin,571817.09,2026-04-09,2026-04-24,,4,overdue,Bihar Sharif,retailer,Net 15,medium,export order
245,4,156,INV-10245,Kannan-Dugar,805490.0,2025-08-09,2025-09-23,2025-09-05,0,paid,Bidar,distributor,Net 45,low,wholesale order
246,28,143,INV-10246,"Amble, Lall and Mitter",276495.86,2026-03-02,2026-03-17,2026-06-09,84,paid,Kumbakonam,retailer,Net 15,high,retail order
247,22,98,INV-10247,"Bumb, Ramaswamy and Hayre",188956.85,2025-10-17,2025-11-16,2025-10-23,0,paid,Rajkot,wholesaler,Net 30,medium,retail order
248,8,293,INV-10248,"Oommen, Babu and Bhatt",365534.14,2026-01-12,2026-02-26,,0,pending,Medininagar,retailer,Net 45,medium,wholesale order
249,29,337,INV-10249,"Sarna, Sawhney and Batta",820052.26,2025-12-29,2026-02-12,,57,overdue,Agartala,distributor,Net 45,medium,wholesale order
250,8,194,INV-10250,"Saha, Bhatti and Rattan",839327.0,2025-12-28,2026-01-27,,73,overdue,Avadi,local shop,Net 30,medium,raw materials
251,9,173,INV-10251,Reddy-Vora,590443.81,2026-03-01,2026-03-16,2026-03-28,12,paid,Gangtok,distributor,Net 15,medium,export order
252,28,62,INV-10252,"Bava, Agarwal and Nazareth",120361.77,2025-06-26,2025-07-11,2025-09-24,75,paid,Bihar Sharif,retailer,Net 15,high,raw materials
253,48,147,INV-10253,"Dugal, Guha and Goswami",86187.69,2025-11-26,2026-01-25,2026-03-14,48,paid,Eluru,retailer,Net 60,high,raw materials
254,36,345,INV-10254,Bobal Inc,842357.03,2025-08-20,2025-10-04,,0,pending,Panvel,wholesaler,Net 45,medium,export order
255,38,471,INV-10255,Chandran-Bhakta,584352.24,2025-07-29,2025-09-27,2025-10-03,6,paid,Bhavnagar,distributor,Net 60,medium,raw materials
256,19,202,INV-10256,Kashyap Group,359166.32,2025-11-01,2025-12-16,,115,overdue,Gopalpur,distributor,Net 45,high,export order
257,6,192,INV-10257,Tandon PLC,795833.61,2025-10-01,2025-10-31,,161,overdue,Nagercoil,local shop,Net 30,medium,export order
258,15,424,INV-10258,Chacko-Chandra,871783.93,2025-04-26,2025-05-26,,0,pending,Kanpur,corporate,Net 30,medium,wholesale order
259,48,500,INV-10259,Narayan-Vohra,787064.28,2025-04-24,2025-05-09,2025-06-19,41,paid,Jorhat,local shop,Net 15,high,wholesale order
260,17,280,INV-10260,Kanda Inc,865590.87,2025-10-15,2025-11-29,,0,pending,Kanpur,retailer,Net 45,medium,retail order
261,15,95,INV-10261,Apte-Shenoy,669827.97,2025-08-25,2025-09-09,2025-09-28,19,paid,Jorhat,wholesaler,Net 15,high,wholesale order
262,33,318,INV-10262,"Bawa, Rai and Chaudhuri",813350.27,2025-11-29,2025-12-14,,117,overdue,Hajipur,wholesaler,Net 15,low,retail order
263,26,149,INV-10263,Ganesan-Karan,110908.18,2025-06-26,2025-08-25,,228,overdue,Hyderabad,distributor,Net 60,high,wholesale order
264,43,293,INV-10264,"Oommen, Babu and Bhatt",887364.28,2025-12-22,2026-02-20,2026-02-17,0,paid,Medininagar,retailer,Net 60,medium,raw materials
265,31,370,INV-10265,Setty-Banik,660213.09,2025-11-10,2025-12-10,,121,overdue,Sri Ganganagar,distributor,Net 30,medium,export order
266,26,290,INV-10266,Patil-Vyas,781973.43,2025-07-09,2025-08-23,,0,pending,Salem,retailer,Net 45,low,retail order
267,28,473,INV-10267,Kanda-Sodhi,934291.25,2025-12-18,2026-01-02,,0,pending,Amaravati,local shop,Net 15,medium,export order
268,39,140,INV-10268,Ben PLC,444568.92,2026-01-16,2026-02-15,,0,pending,Silchar,corporate,Net 30,medium,retail order
269,37,80,INV-10269,Raman Ltd,250811.96,2025-05-27,2025-07-11,2025-06-05,0,paid,Guntur,corporate,Net 45,medium,wholesale order
270,31,467,INV-10270,Sodhi-Srivastava,676380.0,2025-11-11,2025-12-11,2025-12-05,0,paid,Khammam,distributor,Net 30,low,export order
271,23,497,INV-10271,"Mane, Venkatesh and Yadav",470422.65,2026-04-01,2026-04-16,,0,pending,Uluberia,corporate,Net 15,low,wholesale order
272,23,100,INV-10272,Sethi-Datta,910630.68,2025-04-16,2025-05-31,,0,pending,Pondicherry,local shop,Net 45,low,retail order
273,25,179,INV-10273,"Chadha, Kapadia and Guha",976220.07,2025-08-30,2025-10-29,2025-10-11,0,paid,Patiala,distributor,Net 60,medium,retail order
274,21,139,INV-10274,"Khare, Krishna and Natarajan",928941.27,2025-06-21,2025-08-20,,0,pending,Faridabad,distributor,Net 60,high,export order
275,23,93,INV-10275,"Varma, Sekhon and Rajagopal",925107.53,2025-11-09,2025-12-09,,0,pending,Orai,distributor,Net 30,high,wholesale order
276,46,379,INV-10276,"Mutti, Jayaraman and Majumdar",75980.31,2025-06-14,2025-06-29,,0,pending,Panchkula,retailer,Net 15,medium,raw materials
277,25,390,INV-10277,Sachdev-Dhillon,905833.28,2026-03-16,2026-05-15,,0,pending,South Dumdum,wholesaler,Net 60,low,export order
278,35,163,INV-10278,Sur-Khurana,597877.63,2025-07-27,2025-08-11,,242,overdue,Karimnagar,local shop,Net 15,medium,retail order
279,4,270,INV-10279,"Kothari, Kumar and Doctor",946693.47,2025-07-18,2025-08-02,,251,overdue,Srinagar,local shop,Net 15,low,wholesale order
280,40,406,INV-10280,Dube-Bir,492564.79,2026-01-31,2026-02-15,,0,pending,Gudivada,local shop,Net 15,high,retail order
281,33,497,INV-10281,"Mane, Venkatesh and Yadav",776346.33,2025-05-13,2025-06-27,,287,overdue,Uluberia,corporate,Net 45,low,raw materials
282,11,402,INV-10282,"Sodhi, Thaman and Dewan",878420.49,2025-06-06,2025-06-21,,0,pending,Kottayam,distributor,Net 15,low,wholesale order
283,38,57,INV-10283,Zacharia Inc,133749.85,2026-01-04,2026-02-18,,0,pending,Khora ,local shop,Net 45,high,retail order
284,35,422,INV-10284,"Hayre, Ganesan and Mahajan",800508.28,2025-11-11,2025-11-26,,135,overdue,Panvel,wholesaler,Net 15,high,retail order
285,47,220,INV-10285,Devan-Rajagopal,144251.79,2026-03-09,2026-04-08,,0,pending,Anand,corporate,Net 30,high,export order
286,34,274,INV-10286,"Badami, Srivastava and Date",565062.4,2026-01-22,2026-03-08,,0,pending,Davanagere,retailer,Net 45,medium,wholesale order
287,27,337,INV-10287,"Sarna, Sawhney and Batta",1611.06,2025-05-22,2025-06-21,,293,overdue,Agartala,distributor,Net 30,medium,export order
288,18,446,INV-10288,"Ben, Dara and Chandra",761754.85,2025-07-28,2025-08-12,2025-08-09,0,paid,Haridwar,corporate,Net 15,low,raw materials
289,7,390,INV-10289,Sachdev-Dhillon,513468.95,2025-10-15,2025-11-14,2025-11-08,0,paid,South Dumdum,wholesaler,Net 30,low,wholesale order
290,19,267,INV-10290,Goswami and Sons,776356.56,2025-10-04,2025-12-03,,0,pending,Kishanganj,retailer,Net 60,high,raw materials
291,7,219,INV-10291,Sabharwal LLC,182734.58,2025-07-15,2025-07-30,,0,pending,Jalna,distributor,Net 15,high,raw materials
292,29,473,INV-10292,Kanda-Sodhi,695660.96,2025-12-11,2026-01-25,2026-01-25,0,paid,Amaravati,local shop,Net 45,medium,raw materials
293,47,343,INV-10293,"Konda, Kota and Bhavsar",841896.87,2025-07-30,2025-09-13,,209,overdue,Mysore,local shop,Net 45,low,export order
294,29,204,INV-10294,Thakur-Kibe,393434.24,2025-05-10,2025-05-25,,0,pending,Medininagar,corporate,Net 15,low,retail order
295,43,225,INV-10295,Nigam and Sons,831454.43,2025-06-12,2025-06-27,2025-06-15,0,paid,Deoghar,retailer,Net 15,low,export order
296,21,19,INV-10296,Bose Ltd,307414.13,2025-09-30,2025-11-14,2025-10-13,0,paid,Alappuzha,corporate,Net 45,low,raw materials
297,40,350,INV-10297,Sandal and Sons,956787.0,2025-12-09,2025-12-24,,107,overdue,Kulti,wholesaler,Net 15,low,raw materials
298,33,427,INV-10298,Varughese-Patla,372100.21,2026-02-17,2026-04-03,2026-02-21,0,paid,Morbi,distributor,Net 45,low,export order
299,29,61,INV-10299,Sengupta and Sons,391611.23,2025-11-01,2025-11-16,2025-11-02,0,paid,Rajpur Sonarpur,retailer,Net 15,low,retail order
300,25,309,INV-10300,Puri-Raja,451449.26,2026-01-16,2026-03-17,,0,pending,Kanpur,local shop,Net 60,low,wholesale order
301,42,418,INV-10301,"Khurana, Lata and Basak",106926.06,2025-06-26,2025-07-26,,258,overdue,Singrauli,retailer,Net 30,medium,wholesale order
302,16,64,INV-10302,Oak PLC,844309.78,2025-06-08,2025-06-23,2025-07-23,30,paid,Warangal,wholesaler,Net 15,medium,raw materials
303,18,233,INV-10303,"Chadha, Kohli and Kalla",340515.4,2026-04-08,2026-05-23,2026-07-23,61,paid,Haldia,corporate,Net 45,high,retail order
304,14,171,INV-10304,"Kara, Varughese and Babu",508197.02,2026-03-13,2026-04-12,,0,pending,Jodhpur,distributor,Net 30,medium,export order
305,12,464,INV-10305,"Shenoy, Balasubramanian and Sachar",423651.42,2025-06-16,2025-07-01,,283,overdue,Morbi,retailer,Net 15,high,export order
306,16,308,INV-10306,Menon PLC,712214.93,2026-01-29,2026-02-28,,0,pending,Tinsukia,retailer,Net 30,low,raw materials
307,41,20,INV-10307,"Tiwari, Sane and Raghavan",471707.79,2026-02-15,2026-03-17,2026-03-03,0,paid,Nandyal,wholesaler,Net 30,low,export order
308,19,187,INV-10308,Vala Inc,811751.48,2026-02-19,2026-04-20,,0,pending,Darbhanga,corporate,Net 60,low,export order
309,39,430,INV-10309,"Om, Raval and More",488972.03,2025-09-07,2025-09-22,,0,pending,Jorhat,corporate,Net 15,low,wholesale order
310,44,353,INV-10310,"Balasubramanian, Virk and Ramanathan",563840.47,2026-02-10,2026-03-12,,0,pending,Deoghar,distributor,Net 30,high,export order
311,20,242,INV-10311,Patla-Raj,528992.77,2026-03-24,2026-05-23,,19,overdue,Mangalore,corporate,Net 60,medium,wholesale order
312,46,18,INV-10312,Kari Inc,314513.62,2026-01-06,2026-02-20,,49,overdue,Tiruppur,retailer,Net 45,low,retail order
313,32,358,INV-10313,Dua-Dara,556109.39,2025-09-14,2025-11-13,,148,overdue,Srikakulam,local shop,Net 60,low,export order
314,38,158,INV-10314,"Pal, Nagar and Palan",841139.88,2026-02-07,2026-03-09,,32,overdue,Pallavaram,wholesaler,Net 30,low,wholesale order
315,43,400,INV-10315,Subramanian Group,310405.84,2025-12-13,2026-02-11,2026-02-02,0,paid,Moradabad,corporate,Net 60,low,export order
316,21,342,INV-10316,"Bahri, Borra and Sidhu",994918.15,2026-02-17,2026-04-18,,0,pending,Vasai-Virar,local shop,Net 60,medium,retail order
317,46,59,INV-10317,Dugal-Pandey,841746.14,2025-06-24,2025-07-09,,0,pending,Dehradun,local shop,Net 15,medium,export order
318,9,474,INV-10318,Goel and Sons,82797.93,2025-05-07,2025-06-06,,308,overdue,Silchar,distributor,Net 30,low,wholesale order
319,24,484,INV-10319,Dhingra-Wagle,123191.19,2025-07-26,2025-09-24,,198,overdue,Rajahmundry,local shop,Net 60,medium,export order
320,5,346,INV-10320,Vohra-Sami,213489.9,2025-10-05,2025-10-20,,172,overdue,Sangli-Miraj & Kupwad,wholesaler,Net 15,low,export order
321,38,35,INV-10321,"Bhattacharyya, Mani and Varghese",839824.97,2025-07-07,2025-07-22,,262,overdue,South Dumdum,local shop,Net 15,medium,export order
322,38,118,INV-10322,"Hegde, Mitra and Krishna",949653.37,2025-06-05,2025-07-20,,0,pending,Srikakulam,retailer,Net 45,low,wholesale order
323,26,269,INV-10323,"Parikh, Dave and Mann",592734.11,2025-08-02,2025-08-17,2025-08-06,0,paid,Shimla,local shop,Net 15,low,raw materials
324,44,277,INV-10324,Ratti-Bhalla,535766.47,2026-03-05,2026-04-04,2026-05-01,27,paid,Bhimavaram,corporate,Net 30,high,retail order
325,19,499,INV-10325,Kanda-Varty,471276.76,2025-09-17,2025-11-16,,0,pending,Bettiah,retailer,Net 60,high,retail order
326,25,197,INV-10326,"Kala, Morar and Ratta",971777.65,2025-06-30,2025-07-15,,0,pending,Siliguri,local shop,Net 15,high,export order
327,17,314,INV-10327,Mani-Walia,873537.52,2026-03-21,2026-04-20,,18,overdue,Dindigul,corporate,Net 30,low,export order
328,30,372,INV-10328,Saxena-Sastry,87817.42,2025-05-10,2025-06-09,,305,overdue,Arrah,retailer,Net 30,high,retail order
329,36,339,INV-10329,Gokhale-Kothari,39768.86,2025-07-06,2025-07-21,2025-08-13,23,paid,Bhilwara,distributor,Net 15,medium,export order
330,41,460,INV-10330,Lata Ltd,20429.05,2025-08-14,2025-09-13,,0,pending,Allahabad,retailer,Net 30,high,retail order
331,37,175,INV-10331,"Mahal, Ranganathan and Chada",651266.76,2025-05-21,2025-07-05,,279,overdue,Raiganj,retailer,Net 45,medium,retail order
332,10,212,INV-10332,Morar-Chandran,41063.45,2026-03-29,2026-05-13,,4,overdue,Tirupati,wholesaler,Net 45,high,wholesale order
333,39,209,INV-10333,"Naidu, Balay and Badami",639224.48,2026-03-18,2026-04-17,2026-05-19,32,paid,Delhi,retailer,Net 30,medium,wholesale order
334,3,247,INV-10334,"Narasimhan, Sengupta and Mall",355799.58,2025-12-25,2026-01-24,,76,overdue,Salem,local shop,Net 30,medium,raw materials
335,42,405,INV-10335,Kota PLC,190935.96,2025-07-06,2025-08-20,,0,pending,Jamalpur,distributor,Net 45,medium,export order
336,6,206,INV-10336,Kibe Ltd,8192.81,2025-06-14,2025-06-29,2025-06-15,0,paid,Gorakhpur,retailer,Net 15,medium,wholesale order
337,50,490,INV-10337,"Goswami, Toor and Dhaliwal",284676.75,2025-06-17,2025-08-01,,0,pending,Naihati,local shop,Net 45,high,export order
338,46,38,INV-10338,Narayan PLC,373446.9,2026-01-31,2026-04-01,,9,overdue,Danapur,retailer,Net 60,high,wholesale order
339,33,427,INV-10339,Varughese-Patla,769856.87,2026-03-16,2026-04-30,2026-03-20,0,paid,Morbi,distributor,Net 45,low,raw materials
340,15,263,INV-10340,"Mohanty, Sampath and Taneja",862113.98,2026-01-24,2026-03-10,,0,pending,Amroha,retailer,Net 45,low,raw materials
341,35,24,INV-10341,"Nori, Thakkar and Dalal",346192.69,2025-11-05,2025-12-05,,0,pending,Malegaon,distributor,Net 30,high,export order
342,21,126,INV-10342,Sani LLC,268663.13,2025-08-22,2025-09-06,2025-09-03,0,paid,Surat,wholesaler,Net 15,low,raw materials
343,12,176,INV-10343,Grover PLC,290661.58,2025-06-08,2025-07-08,2025-07-08,0,paid,Anand,retailer,Net 30,low,raw materials
344,31,119,INV-10344,Joshi Ltd,330914.58,2025-04-23,2025-05-08,,0,pending,Bidar,retailer,Net 15,low,raw materials
345,45,496,INV-10345,Kota-Muni,473040.86,2025-06-03,2025-08-02,2025-07-01,0,paid,Nadiad,local shop,Net 60,low,retail order
